RUNTYPE,STARTTIME,ENDTIME,DURATION,SUCCESS,FAILREASON
WARMUP,432480973209811,432482475604029,1502394218, 1,N/A
REPETITION,432482475613016,432483855125786,1379512770, 1,N/A
REPETITION,432483855129075,432485154254077,1299125002, 1,N/A
REPETITION,432485154257628,432486474037763,1319780135, 1,N/A
REPETITION,432486474041075,432487787225852,1313184777, 1,N/A
REPETITION,432487787230176,432489109897127,1322666951, 1,N/A
REPETITION,432489109901543,432490415812614,1305911071, 1,N/A
REPETITION,432490415816002,432491701098351,1285282349, 1,N/A
REPETITION,432491701101904,432493025305879,1324203975, 1,N/A
REPETITION,432493025309347,432494339343579,1314034232, 1,N/A
REPETITION,432494339347111,432495639860413,1300513302, 1,N/A
REPETITION,432495639864647,432496957514294,1317649647, 1,N/A
REPETITION,432496957517746,432498268577461,1311059715, 1,N/A
REPETITION,432498268581233,432499587972742,1319391509, 1,N/A
REPETITION,432499587976960,432500917362891,1329385931, 1,N/A
REPETITION,432500917366436,432502223917815,1306551379, 1,N/A
REPETITION,432502223921665,432503549973958,1326052293, 1,N/A
REPETITION,432503549977542,432504898098838,1348121296, 1,N/A
REPETITION,432504898102763,432506205759779,1307657016, 1,N/A
REPETITION,432506205763231,432507539963837,1334200606, 1,N/A
REPETITION,432507539967712,432508854212958,1314245246, 1,N/A
REPETITION,432508854216153,432510171765538,1317549385, 1,N/A
REPETITION,432510171769012,432511482750651,1310981639, 1,N/A
REPETITION,432511482755941,432512805888172,1323132231, 1,N/A
REPETITION,432512805892122,432514146767028,1340874906, 1,N/A
REPETITION,432514146771429,432515475155940,1328384511, 1,N/A
REPETITION,432515475159529,432516779890025,1304730496, 1,N/A
REPETITION,432516779893696,432518099451716,1319558020, 1,N/A
REPETITION,432518099455539,432519415494266,1316038727, 1,N/A
REPETITION,432519415498342,432520732543614,1317045272, 1,N/A
REPETITION,432520732547633,432522027236814,1294689181, 1,N/A
REPETITION,432522027240391,432523344676622,1317436231, 1,N/A
REPETITION,432523344680157,432524642939154,1298258997, 1,N/A
REPETITION,432524642942738,432525945020496,1302077758, 1,N/A
REPETITION,432525945024114,432527242464741,1297440627, 1,N/A
REPETITION,432527242468447,432528543833573,1301365126, 1,N/A
REPETITION,432528543837507,432529842827030,1298989523, 1,N/A
REPETITION,432529842830980,432531149455495,1306624515, 1,N/A
REPETITION,432531149459307,432532446271532,1296812225, 1,N/A
REPETITION,432532446275712,432533758468420,1312192708, 1,N/A
REPETITION,432533758471771,432535060723131,1302251360, 1,N/A
REPETITION,432535060727776,432536418209497,1357481721, 1,N/A
REPETITION,432536418213620,432537729057010,1310843390, 1,N/A
REPETITION,432537729060715,432539047070664,1318009949, 1,N/A
REPETITION,432539047074379,432540366169000,1319094621, 1,N/A
REPETITION,432540366173479,432541771188413,1405014934, 1,N/A
REPETITION,432541771192191,432543094043026,1322850835, 1,N/A
REPETITION,432543094046259,432544398956972,1304910713, 1,N/A
REPETITION,432544398961267,432545745296348,1346335081, 1,N/A
REPETITION,432545745307342,432547039100443,1293793101, 1,N/A
REPETITION,432547039103731,432548337194715,1298090984, 1,N/A
REPETITION,432548337198650,432549638511279,1301312629, 1,N/A
REPETITION,432549638515711,432550953236461,1314720750, 1,N/A
REPETITION,432550953240011,432552277130197,1323890186, 1,N/A
REPETITION,432552277133508,432553574726263,1297592755, 1,N/A
REPETITION,432553574729803,432554913147281,1338417478, 1,N/A
REPETITION,432554913150723,432556228971113,1315820390, 1,N/A
REPETITION,432556228974382,432557531562536,1302588154, 1,N/A
REPETITION,432557531565735,432558840546591,1308980856, 1,N/A
REPETITION,432558840549988,432560149927684,1309377696, 1,N/A
REPETITION,432560149932980,432561478556740,1328623760, 1,N/A
REPETITION,432561478560166,432562797264440,1318704274, 1,N/A
REPETITION,432562797268175,432564098309933,1301041758, 1,N/A
REPETITION,432564098313384,432565405658843,1307345459, 1,N/A
REPETITION,432565405662351,432566700197501,1294535150, 1,N/A
REPETITION,432566700200966,432567993413914,1293212948, 1,N/A
WARMUP,432568154084126,432569586352950,1432268824, 1,N/A
REPETITION,432569586360505,432570915618997,1329258492, 1,N/A
REPETITION,432570915622458,432572225750199,1310127741, 1,N/A
REPETITION,432572225753881,432573512612395,1286858514, 1,N/A
REPETITION,432573512617122,432574803206309,1290589187, 1,N/A
REPETITION,432574803209984,432576120516392,1317306408, 1,N/A
REPETITION,432576120521063,432577408972911,1288451848, 1,N/A
REPETITION,432577408977283,432578686036359,1277059076, 1,N/A
REPETITION,432578686042915,432579982667922,1296625007, 1,N/A
REPETITION,432579982672156,432581290446670,1307774514, 1,N/A
REPETITION,432581290450242,432582603545746,1313095504, 1,N/A
REPETITION,432582603550328,432583881284574,1277734246, 1,N/A
REPETITION,432583881288337,432585177868260,1296579923, 1,N/A
REPETITION,432585177872048,432586472177756,1294305708, 1,N/A
REPETITION,432586472181492,432587761232870,1289051378, 1,N/A
REPETITION,432587761236711,432589054518238,1293281527, 1,N/A
REPETITION,432589054521983,432590345187212,1290665229, 1,N/A
REPETITION,432590345190747,432591631180911,1285990164, 1,N/A
REPETITION,432591631185158,432592931256554,1300071396, 1,N/A
REPETITION,432592931260214,432594227632369,1296372155, 1,N/A
REPETITION,432594227635790,432595527162746,1299526956, 1,N/A
REPETITION,432595527166300,432596824828268,1297661968, 1,N/A
REPETITION,432596824837245,432598142843308,1318006063, 1,N/A
REPETITION,432598142846595,432599433211098,1290364503, 1,N/A
REPETITION,432599433215197,432600720704869,1287489672, 1,N/A
REPETITION,432600720708470,432602011831096,1291122626, 1,N/A
REPETITION,432602011836731,432603359101131,1347264400, 1,N/A
REPETITION,432603359104808,432604669533115,1310428307, 1,N/A
REPETITION,432604669536831,432605960665359,1291128528, 1,N/A
REPETITION,432605960669672,432607334744423,1374074751, 1,N/A
REPETITION,432607334748989,432608627124812,1292375823, 1,N/A
REPETITION,432608627128623,432609923662665,1296534042, 1,N/A
REPETITION,432609923666689,432611251299812,1327633123, 1,N/A
REPETITION,432611251302969,432612585358770,1334055801, 1,N/A
REPETITION,432612585362827,432613887574989,1302212162, 1,N/A
REPETITION,432613887579144,432615195634048,1308054904, 1,N/A
REPETITION,432615195638143,432616487996692,1292358549, 1,N/A
REPETITION,432616488000800,432617792970420,1304969620, 1,N/A
REPETITION,432617792973993,432619104076176,1311102183, 1,N/A
REPETITION,432619104079889,432620417207484,1313127595, 1,N/A
REPETITION,432620417211653,432621737518714,1320307061, 1,N/A
REPETITION,432621737523741,432623072150816,1334627075, 1,N/A
REPETITION,432623072160827,432624383593929,1311433102, 1,N/A
REPETITION,432624383598356,432625684939605,1301341249, 1,N/A
REPETITION,432625684943862,432626977955790,1293011928, 1,N/A
REPETITION,432626977959336,432628321022948,1343063612, 1,N/A
REPETITION,432628321026986,432629648084308,1327057322, 1,N/A
REPETITION,432629648088164,432630967979479,1319891315, 1,N/A
REPETITION,432630967983267,432632289114647,1321131380, 1,N/A
REPETITION,432632289122980,432633594871613,1305748633, 1,N/A
REPETITION,432633594885125,432634920651241,1325766116, 1,N/A
REPETITION,432634920655166,432636222175729,1301520563, 1,N/A
REPETITION,432636222179986,432637551044877,1328864891, 1,N/A
REPETITION,432637551049211,432638919164760,1368115549, 1,N/A
REPETITION,432638919168458,432640339644581,1420476123, 1,N/A
REPETITION,432640339648518,432641649167354,1309518836, 1,N/A
REPETITION,432641649173134,432642921767858,1272594724, 1,N/A
REPETITION,432642921771751,432644274363167,1352591416, 1,N/A
REPETITION,432644274366690,432645549911799,1275545109, 1,N/A
REPETITION,432645549915731,432646952671831,1402756100, 1,N/A
REPETITION,432646952676404,432648263945957,1311269553, 1,N/A
REPETITION,432648263949461,432649540613304,1276663843, 1,N/A
REPETITION,432649540617088,432650839394952,1298777864, 1,N/A
REPETITION,432650839399160,432652138926970,1299527810, 1,N/A
REPETITION,432652138931629,432653434434096,1295502467, 1,N/A
REPETITION,432653434438159,432654715876508,1281438349, 1,N/A
WARMUP,432654872391310,432656305812925,1433421615, 1,N/A
REPETITION,432656305820954,432657590013636,1284192682, 1,N/A
REPETITION,432657590017173,432658956459897,1366442724, 1,N/A
REPETITION,432658956463580,432660331950972,1375487392, 1,N/A
REPETITION,432660331954868,432661687764309,1355809441, 1,N/A
REPETITION,432661687768017,432663085367369,1397599352, 1,N/A
REPETITION,432663085371203,432664708514099,1623142896, 1,N/A
REPETITION,432664708517729,432666122504575,1413986846, 1,N/A
REPETITION,432666122508128,432667469300441,1346792313, 1,N/A
REPETITION,432667469303508,432668821360865,1352057357, 1,N/A
REPETITION,432668821364514,432670379679826,1558315312, 1,N/A
REPETITION,432670379683198,432671759699386,1380016188, 1,N/A
REPETITION,432671759703234,432673115820923,1356117689, 1,N/A
REPETITION,432673115824069,432674479867175,1364043106, 1,N/A
REPETITION,432674479870149,432675845139127,1365268978, 1,N/A
REPETITION,432675845143194,432677212211276,1367068082, 1,N/A
REPETITION,432677212214677,432678576611208,1364396531, 1,N/A
REPETITION,432678576614449,432679982577662,1405963213, 1,N/A
REPETITION,432679982581206,432681384304038,1401722832, 1,N/A
REPETITION,432681384307682,432682771159600,1386851918, 1,N/A
REPETITION,432682771163676,432684167949308,1396785632, 1,N/A
REPETITION,432684167952599,432685549460291,1381507692, 1,N/A
REPETITION,432685549463796,432686912599049,1363135253, 1,N/A
REPETITION,432686912602481,432688261212049,1348609568, 1,N/A
REPETITION,432688261215424,432689631408821,1370193397, 1,N/A
REPETITION,432689631411868,432690977870546,1346458678, 1,N/A
REPETITION,432690977873856,432692363865667,1385991811, 1,N/A
REPETITION,432692363868899,432693716892730,1353023831, 1,N/A
REPETITION,432693716896131,432695058825951,1341929820, 1,N/A
REPETITION,432695058829474,432696396425830,1337596356, 1,N/A
REPETITION,432696396429145,432697750553914,1354124769, 1,N/A
REPETITION,432697750557290,432699108144240,1357586950, 1,N/A
REPETITION,432699108147561,432700448856544,1340708983, 1,N/A
REPETITION,432700448860313,432701787562585,1338702272, 1,N/A
REPETITION,432701787565694,432703138316636,1350750942, 1,N/A
REPETITION,432703138320189,432704486143763,1347823574, 1,N/A
REPETITION,432704486147043,432705849525875,1363378832, 1,N/A
REPETITION,432705849529094,432707214981257,1365452163, 1,N/A
REPETITION,432707214984797,432708565938149,1350953352, 1,N/A
REPETITION,432708565941666,432709945715797,1379774131, 1,N/A
REPETITION,432709945719833,432711326381661,1380661828, 1,N/A
REPETITION,432711326385499,432712716224323,1389838824, 1,N/A
REPETITION,432712716227582,432714103822651,1387595069, 1,N/A
REPETITION,432714103826411,432715457901879,1354075468, 1,N/A
REPETITION,432715457905057,432716811591858,1353686801, 1,N/A
REPETITION,432716811595456,432718168151238,1356555782, 1,N/A
REPETITION,432718168154624,432719511392256,1343237632, 1,N/A
REPETITION,432719511396163,432720863788632,1352392469, 1,N/A
REPETITION,432720863791787,432722272056151,1408264364, 1,N/A
REPETITION,432722272064749,432723652513736,1380448987, 1,N/A
REPETITION,432723652517113,432724990784963,1338267850, 1,N/A
REPETITION,432724990788129,432726349858692,1359070563, 1,N/A
REPETITION,432726349862368,432727629262426,1279400058, 1,N/A
REPETITION,432727629265760,432728925229327,1295963567, 1,N/A
REPETITION,432728925232551,432730223641447,1298408896, 1,N/A
REPETITION,432730223644608,432731518063024,1294418416, 1,N/A
REPETITION,432731518066639,432732835998113,1317931474, 1,N/A
REPETITION,432732836001399,432734126566851,1290565452, 1,N/A
REPETITION,432734126570502,432735428779295,1302208793, 1,N/A
REPETITION,432735428782598,432736713626064,1284843466, 1,N/A
REPETITION,432736713629127,432737998754748,1285125621, 1,N/A
REPETITION,432737998758087,432739292548010,1293789923, 1,N/A
REPETITION,432739292551773,432740613379625,1320827852, 1,N/A
REPETITION,432740613382974,432741899651357,1286268383, 1,N/A
REPETITION,432741899654446,432743192324096,1292669650, 1,N/A
REPETITION,432743192327700,432744475598150,1283270450, 1,N/A
WARMUP,432744640295827,432746085877916,1445582089, 1,N/A
REPETITION,432746085885432,432747386164226,1300278794, 1,N/A
REPETITION,432747386184962,432748669423943,1283238981, 1,N/A
REPETITION,432748669427147,432749951648355,1282221208, 1,N/A
REPETITION,432749951652493,432751255417041,1303764548, 1,N/A
REPETITION,432751255420798,432752564958758,1309537960, 1,N/A
REPETITION,432752564964086,432753867471811,1302507725, 1,N/A
REPETITION,432753867475721,432755140237172,1272761451, 1,N/A
REPETITION,432755140240824,432756407686991,1267446167, 1,N/A
REPETITION,432756407690709,432757728909542,1321218833, 1,N/A
REPETITION,432757728913176,432759016908157,1287994981, 1,N/A
REPETITION,432759016912341,432760301520180,1284607839, 1,N/A
REPETITION,432760301524178,432761611452721,1309928543, 1,N/A
REPETITION,432761611457235,432762892067538,1280610303, 1,N/A
REPETITION,432762892071882,432764166914227,1274842345, 1,N/A
REPETITION,432764166918322,432765443103199,1276184877, 1,N/A
REPETITION,432765443107074,432766715856681,1272749607, 1,N/A
REPETITION,432766715860255,432767991113411,1275253156, 1,N/A
REPETITION,432767991117789,432769274779948,1283662159, 1,N/A
REPETITION,432769274783382,432770607016809,1332233427, 1,N/A
REPETITION,432770607020348,432771889604238,1282583890, 1,N/A
REPETITION,432771889608404,432773191111415,1301503011, 1,N/A
REPETITION,432773191115478,432774493168112,1302052634, 1,N/A
REPETITION,432774493173897,432775782697838,1289523941, 1,N/A
REPETITION,432775782701716,432777069469770,1286768054, 1,N/A
REPETITION,432777069474325,432778330954581,1261480256, 1,N/A
REPETITION,432778330958498,432779610010094,1279051596, 1,N/A
REPETITION,432779610013829,432780931092215,1321078386, 1,N/A
REPETITION,432780931096945,432782236688058,1305591113, 1,N/A
REPETITION,432782236691913,432783553766824,1317074911, 1,N/A
REPETITION,432783553770864,432784820709980,1266939116, 1,N/A
REPETITION,432784820713713,432786117748002,1297034289, 1,N/A
REPETITION,432786117752211,432787397301701,1279549490, 1,N/A
REPETITION,432787397305727,432788671352823,1274047096, 1,N/A
REPETITION,432788671357179,432789988032631,1316675452, 1,N/A
REPETITION,432789988037095,432791275396648,1287359553, 1,N/A
REPETITION,432791275401183,432792544507761,1269106578, 1,N/A
REPETITION,432792544512072,432793823324567,1278812495, 1,N/A
REPETITION,432793823328799,432795103977686,1280648887, 1,N/A
REPETITION,432795103981310,432796374426908,1270445598, 1,N/A
REPETITION,432796374430586,432797649424095,1274993509, 1,N/A
REPETITION,432797649427809,432798921340246,1271912437, 1,N/A
REPETITION,432798921344083,432800228680532,1307336449, 1,N/A
REPETITION,432800228684432,432801550801009,1322116577, 1,N/A
REPETITION,432801550805495,432802823416365,1272610870, 1,N/A
REPETITION,432802823419908,432804092067384,1268647476, 1,N/A
REPETITION,432804092070904,432805373499371,1281428467, 1,N/A
REPETITION,432805373503079,432806635368452,1261865373, 1,N/A
REPETITION,432806635371958,432807911538464,1276166506, 1,N/A
REPETITION,432807911547248,432809192615812,1281068564, 1,N/A
REPETITION,432809192619142,432810500400947,1307781805, 1,N/A
REPETITION,432810500405059,432811790315796,1289910737, 1,N/A
REPETITION,432811790319719,432813106326916,1316007197, 1,N/A
REPETITION,432813106332332,432814419109647,1312777315, 1,N/A
REPETITION,432814419114037,432815708049053,1288935016, 1,N/A
REPETITION,432815708052851,432816978814938,1270762087, 1,N/A
REPETITION,432816978818553,432818249868147,1271049594, 1,N/A
REPETITION,432818249872000,432819523902083,1274030083, 1,N/A
REPETITION,432819523907043,432820841376125,1317469082, 1,N/A
REPETITION,432820841380092,432822124444384,1283064292, 1,N/A
REPETITION,432822124447821,432823431233075,1306785254, 1,N/A
REPETITION,432823431237143,432824717331960,1286094817, 1,N/A
REPETITION,432824717335736,432826003045962,1285710226, 1,N/A
REPETITION,432826003051003,432827284198015,1281147012, 1,N/A
REPETITION,432827284201871,432828551018053,1266816182, 1,N/A
REPETITION,432828551021653,432829812418117,1261396464, 1,N/A
WARMUP,432829970081668,432831421458379,1451376711, 1,N/A
REPETITION,432831421469919,432832692063815,1270593896, 1,N/A
REPETITION,432832692067221,432833941626168,1249558947, 1,N/A
REPETITION,432833941629915,432835218607800,1276977885, 1,N/A
REPETITION,432835218611925,432836481323134,1262711209, 1,N/A
REPETITION,432836481327013,432837793873885,1312546872, 1,N/A
REPETITION,432837793878803,432839068514012,1274635209, 1,N/A
REPETITION,432839068517950,432840343176750,1274658800, 1,N/A
REPETITION,432840343181093,432841655811755,1312630662, 1,N/A
REPETITION,432841655815764,432842946372409,1290556645, 1,N/A
REPETITION,432842946375968,432844216235566,1269859598, 1,N/A
REPETITION,432844216239028,432845490713081,1274474053, 1,N/A
REPETITION,432845490716807,432846786150308,1295433501, 1,N/A
REPETITION,432846786153486,432848043674658,1257521172, 1,N/A
REPETITION,432848043678369,432849318253082,1274574713, 1,N/A
REPETITION,432849318256405,432850601878278,1283621873, 1,N/A
REPETITION,432850601881889,432851865580526,1263698637, 1,N/A
REPETITION,432851865585822,432853180984790,1315398968, 1,N/A
REPETITION,432853180988353,432854450133186,1269144833, 1,N/A
REPETITION,432854450137262,432855747421973,1297284711, 1,N/A
REPETITION,432855747425758,432857011855266,1264429508, 1,N/A
REPETITION,432857011858935,432858290063084,1278204149, 1,N/A
REPETITION,432858290067332,432859555951695,1265884363, 1,N/A
REPETITION,432859555955466,432860840127554,1284172088, 1,N/A
REPETITION,432860840131029,432862117364198,1277233169, 1,N/A
REPETITION,432862117367556,432863406703107,1289335551, 1,N/A
REPETITION,432863406706842,432864670459740,1263752898, 1,N/A
REPETITION,432864670463510,432865960665235,1290201725, 1,N/A
REPETITION,432865960669756,432867260174384,1299504628, 1,N/A
REPETITION,432867260178831,432868561443386,1301264555, 1,N/A
REPETITION,432868561446790,432869950471642,1389024852, 1,N/A
REPETITION,432869950475241,432871286671067,1336195826, 1,N/A
REPETITION,432871286675526,432872562619924,1275944398, 1,N/A
REPETITION,432872562624479,432873815414468,1252789989, 1,N/A
REPETITION,432873815418207,432875105145925,1289727718, 1,N/A
REPETITION,432875105149681,432876366431190,1261281509, 1,N/A
REPETITION,432876366434632,432877624779329,1258344697, 1,N/A
REPETITION,432877624783519,432878890932196,1266148677, 1,N/A
REPETITION,432878890935467,432880192765520,1301830053, 1,N/A
REPETITION,432880192769015,432881459129206,1266360191, 1,N/A
REPETITION,432881459133277,432882720441584,1261308307, 1,N/A
REPETITION,432882720445394,432883983254060,1262808666, 1,N/A
REPETITION,432883983257527,432885250704830,1267447303, 1,N/A
REPETITION,432885250708908,432886511803716,1261094808, 1,N/A
REPETITION,432886511807349,432887797401050,1285593701, 1,N/A
REPETITION,432887797405647,432889067099073,1269693426, 1,N/A
REPETITION,432889067102342,432890343689379,1276587037, 1,N/A
REPETITION,432890343692671,432891603953748,1260261077, 1,N/A
REPETITION,432891603957483,432892867247038,1263289555, 1,N/A
REPETITION,432892867255598,432894131743335,1264487737, 1,N/A
REPETITION,432894131746763,432895412868233,1281121470, 1,N/A
REPETITION,432895412872145,432896730244837,1317372692, 1,N/A
REPETITION,432896730248835,432898033180545,1302931710, 1,N/A
REPETITION,432898033184265,432899308312255,1275127990, 1,N/A
REPETITION,432899308315760,432900588779498,1280463738, 1,N/A
REPETITION,432900588783359,432901864709795,1275926436, 1,N/A
REPETITION,432901864713476,432903160522035,1295808559, 1,N/A
REPETITION,432903160525588,432904428067818,1267542230, 1,N/A
REPETITION,432904428071248,432905689986878,1261915630, 1,N/A
REPETITION,432905689990758,432906945881345,1255890587, 1,N/A
REPETITION,432906945884630,432908251037936,1305153306, 1,N/A
REPETITION,432908251041414,432909526408556,1275367142, 1,N/A
REPETITION,432909526412154,432910803149635,1276737481, 1,N/A
REPETITION,432910803152958,432912064297878,1261144920, 1,N/A
REPETITION,432912064301176,432913326597915,1262296739, 1,N/A
REPETITION,432913326601731,432914590078430,1263476699, 1,N/A
WARMUP,432914750848222,432916160364467,1409516245, 1,N/A
REPETITION,432916160372445,432917437712837,1277340392, 1,N/A
REPETITION,432917437716315,432918705797056,1268080741, 1,N/A
REPETITION,432918705800487,432919975675146,1269874659, 1,N/A
