RUNTYPE,STARTTIME,ENDTIME,DURATION,SUCCESS,FAILREASON
WARMUP,385123519589732,385138421822645,14902232913, 1,N/A
REPETITION,385138421831233,385140092082244,1670251011, 1,N/A
REPETITION,385140092086177,385141407825528,1315739351, 1,N/A
REPETITION,385141407829983,385142724919702,1317089719, 1,N/A
REPETITION,385142724923452,385144019913394,1294989942, 1,N/A
REPETITION,385144019917670,385145412610032,1392692362, 1,N/A
REPETITION,385145412613575,385147168783406,1756169831, 1,N/A
REPETITION,385147168788647,385148518697251,1349908604, 1,N/A
REPETITION,385148518701031,385149822263134,1303562103, 1,N/A
REPETITION,385149822267537,385151631010011,1808742474, 1,N/A
REPETITION,385151631014104,385153240081745,1609067641, 1,N/A
REPETITION,385153240086244,385154977962956,1737876712, 1,N/A
REPETITION,385154977966400,385156351730264,1373763864, 1,N/A
REPETITION,385156351734675,385157648583744,1296849069, 1,N/A
REPETITION,385157648588125,385159057973467,1409385342, 1,N/A
REPETITION,385159057977838,385160412684947,1354707109, 1,N/A
REPETITION,385160412689702,385161859747019,1447057317, 1,N/A
REPETITION,385161859751536,385163231120086,1371368550, 1,N/A
REPETITION,385163231125288,385164778094678,1546969390, 1,N/A
REPETITION,385164778098086,385166111279180,1333181094, 1,N/A
REPETITION,385166111283001,385167457228441,1345945440, 1,N/A
REPETITION,385167457232197,385168768400260,1311168063, 1,N/A
REPETITION,385168768403772,385170221910700,1453506928, 1,N/A
REPETITION,385170221914256,385171499780056,1277865800, 1,N/A
REPETITION,385171499782745,385172829027706,1329244961, 1,N/A
REPETITION,385172829030771,385174038210195,1209179424, 1,N/A
REPETITION,385174038214043,385175348637825,1310423782, 1,N/A
REPETITION,385175348641615,385176630712436,1282070821, 1,N/A
REPETITION,385176630716004,385177944863694,1314147690, 1,N/A
REPETITION,385177944866563,385179387639815,1442773252, 1,N/A
REPETITION,385179387643419,385180919223964,1531580545, 1,N/A
REPETITION,385180919227898,385182158383258,1239155360, 1,N/A
REPETITION,385182158386647,385183465916090,1307529443, 1,N/A
REPETITION,385183465934043,385184809176296,1343242253, 1,N/A
REPETITION,385184809180157,385186152989325,1343809168, 1,N/A
REPETITION,385186152992312,385187411891107,1258898795, 1,N/A
REPETITION,385187411894577,385188708857152,1296962575, 1,N/A
REPETITION,385188708860148,385189949003934,1240143786, 1,N/A
REPETITION,385189949007348,385191257594260,1308586912, 1,N/A
REPETITION,385191257598433,385192498592888,1240994455, 1,N/A
REPETITION,385192498595971,385193804901552,1306305581, 1,N/A
REPETITION,385193804904334,385195075779197,1270874863, 1,N/A
REPETITION,385195075791850,385196365633182,1289841332, 1,N/A
REPETITION,385196365636568,385197639522717,1273886149, 1,N/A
REPETITION,385197639525602,385198937890253,1298364651, 1,N/A
REPETITION,385198937892988,385200224053310,1286160322, 1,N/A
REPETITION,385200224056638,385201479135228,1255078590, 1,N/A
REPETITION,385201479138461,385202776880336,1297741875, 1,N/A
REPETITION,385202776883281,385204048173904,1271290623, 1,N/A
REPETITION,385204048176939,385205411066651,1362889712, 1,N/A
REPETITION,385205411070337,385206695520748,1284450411, 1,N/A
REPETITION,385206695523760,385208018533504,1323009744, 1,N/A
REPETITION,385208018537497,385209305907326,1287369829, 1,N/A
REPETITION,385209305909895,385210589328915,1283419020, 1,N/A
REPETITION,385210589332116,385211961236067,1371903951, 1,N/A
REPETITION,385211961238792,385213239016808,1277778016, 1,N/A
REPETITION,385213239019895,385214548399086,1309379191, 1,N/A
REPETITION,385214548402439,385215844509198,1296106759, 1,N/A
REPETITION,385215844512276,385217364844501,1520332225, 1,N/A
REPETITION,385217364847883,385218775145766,1410297883, 1,N/A
REPETITION,385218775148528,385220310883647,1535735119, 1,N/A
REPETITION,385220310886434,385221688148461,1377262027, 1,N/A
REPETITION,385221688151284,385223007302624,1319151340, 1,N/A
REPETITION,385223007305801,385224252617252,1245311451, 1,N/A
REPETITION,385224252621203,385225636208633,1383587430, 1,N/A
REPETITION,385225636211714,385226958011310,1321799596, 1,N/A
WARMUP,385228427054272,385244251070447,15824016175, 1,N/A
REPETITION,385244251077357,385245632101455,1381024098, 1,N/A
REPETITION,385245632105527,385246870452435,1238346908, 1,N/A
REPETITION,385246870456480,385248136677566,1266221086, 1,N/A
REPETITION,385248136681162,385249383064645,1246383483, 1,N/A
REPETITION,385249383068120,385250604230746,1221162626, 1,N/A
REPETITION,385250604234440,385251991825966,1387591526, 1,N/A
REPETITION,385251991829714,385253206379554,1214549840, 1,N/A
REPETITION,385253206382808,385254404327292,1197944484, 1,N/A
REPETITION,385254404331535,385256045553213,1641221678, 1,N/A
REPETITION,385256045556234,385257357182747,1311626513, 1,N/A
REPETITION,385257357186435,385258793727852,1436541417, 1,N/A
REPETITION,385258793731699,385260163423411,1369691712, 1,N/A
REPETITION,385260163428825,385261470528435,1307099610, 1,N/A
REPETITION,385261470532878,385262724754191,1254221313, 1,N/A
REPETITION,385262724757822,385263948716043,1223958221, 1,N/A
REPETITION,385263948720254,385265207433334,1258713080, 1,N/A
REPETITION,385265207437095,385266436412852,1228975757, 1,N/A
REPETITION,385266436417083,385267756431882,1320014799, 1,N/A
REPETITION,385267756435871,385269004142829,1247706958, 1,N/A
REPETITION,385269004147799,385270254659954,1250512155, 1,N/A
REPETITION,385270254663382,385271492784255,1238120873, 1,N/A
REPETITION,385271492787733,385272760461315,1267673582, 1,N/A
REPETITION,385272760464600,385273983752348,1223287748, 1,N/A
REPETITION,385273983756300,385275240450249,1256693949, 1,N/A
REPETITION,385275240454332,385276468770585,1228316253, 1,N/A
REPETITION,385276468774786,385277688998106,1220223320, 1,N/A
REPETITION,385277689002188,385278906093618,1217091430, 1,N/A
REPETITION,385278906097199,385280132091037,1225993838, 1,N/A
REPETITION,385280132094235,385281361474256,1229380021, 1,N/A
REPETITION,385281361477988,385282562960634,1201482646, 1,N/A
REPETITION,385282562964189,385283743000030,1180035841, 1,N/A
REPETITION,385283743004433,385285028088126,1285083693, 1,N/A
REPETITION,385285028106138,385286296604714,1268498576, 1,N/A
REPETITION,385286296609144,385287548206871,1251597727, 1,N/A
REPETITION,385287548212362,385288749707014,1201494652, 1,N/A
REPETITION,385288749710431,385290006836428,1257125997, 1,N/A
REPETITION,385290006840330,385291237916118,1231075788, 1,N/A
REPETITION,385291237920970,385292563519806,1325598836, 1,N/A
REPETITION,385292563525593,385293791618006,1228092413, 1,N/A
REPETITION,385293791620963,385295095708501,1304087538, 1,N/A
REPETITION,385295095711101,385296307031324,1211320223, 1,N/A
REPETITION,385296307034102,385297596639544,1289605442, 1,N/A
REPETITION,385297596642723,385298838348831,1241706108, 1,N/A
REPETITION,385298838352098,385300295588779,1457236681, 1,N/A
REPETITION,385300295592513,385301445437667,1149845154, 1,N/A
