RUNTYPE,STARTTIME,ENDTIME,DURATION,SUCCESS,FAILREASON
WARMUP,527723139552927,527723171131745,31578818, 1,N/A
REPETITION,527723171142611,527723172028173,885562, 1,N/A
REPETITION,527723172031720,527723172958165,926445, 1,N/A
REPETITION,527723172961776,527723173892990,931214, 1,N/A
REPETITION,527723173896013,527723174716825,820812, 1,N/A
REPETITION,527723174720020,527723175510669,790649, 1,N/A
REPETITION,527723175513642,527723176320596,806954, 1,N/A
REPETITION,527723176323596,527723177059529,735933, 1,N/A
REPETITION,527723177062706,527723177836241,773535, 1,N/A
REPETITION,527723177839410,527723178771446,932036, 1,N/A
REPETITION,527723178774389,527723179516937,742548, 1,N/A
REPETITION,527723179519819,527723180225666,705847, 1,N/A
REPETITION,527723180228209,527723181036021,807812, 1,N/A
REPETITION,527723181038789,527723181717841,679052, 1,N/A
REPETITION,527723181720415,527723182369016,648601, 1,N/A
REPETITION,527723182371442,527723183073059,701617, 1,N/A
REPETITION,527723183075401,527723183676985,601584, 1,N/A
REPETITION,527723183679093,527723184358465,679372, 1,N/A
REPETITION,527723184360921,527723184982240,621319, 1,N/A
REPETITION,527723184984947,527723185628250,643303, 1,N/A
REPETITION,527723185630695,527723186200631,569936, 1,N/A
REPETITION,527723186202990,527723186763105,560115, 1,N/A
REPETITION,527723186765369,527723187300959,535590, 1,N/A
REPETITION,527723187303219,527723187880637,577418, 1,N/A
REPETITION,527723187882897,527723188444891,561994, 1,N/A
REPETITION,527723188447083,527723189153152,706069, 1,N/A
REPETITION,527723189155359,527723189702637,547278, 1,N/A
REPETITION,527723189704781,527723190260333,555552, 1,N/A
REPETITION,527723190262583,527723190787845,525262, 1,N/A
REPETITION,527723190790132,527723191287003,496871, 1,N/A
REPETITION,527723191289389,527723191780382,490993, 1,N/A
REPETITION,527723191782589,527723192391583,608994, 1,N/A
REPETITION,527723192393996,527723192860759,466763, 1,N/A
REPETITION,527723192863037,527723193353564,490527, 1,N/A
REPETITION,527723193355799,527723193839193,483394, 1,N/A
REPETITION,527723193841567,527723194309027,467460, 1,N/A
REPETITION,527723194311569,527723194773954,462385, 1,N/A
REPETITION,527723194776472,527723195340540,564068, 1,N/A
REPETITION,527723195343054,527723195776680,433626, 1,N/A
REPETITION,527723195778972,527723196229239,450267, 1,N/A
REPETITION,527723196231627,527723196637160,405533, 1,N/A
REPETITION,527723196639630,527723197032447,392817, 1,N/A
REPETITION,527723197034744,527723197516276,481532, 1,N/A
REPETITION,527723197518326,527723197891283,372957, 1,N/A
REPETITION,527723197893213,527723198277026,383813, 1,N/A
REPETITION,527723198279199,527723198675431,396232, 1,N/A
REPETITION,527723198677624,527723199095916,418292, 1,N/A
REPETITION,527723199098059,527723199504006,405947, 1,N/A
REPETITION,527723199506073,527723199903780,397707, 1,N/A
REPETITION,527723199909177,527723200254430,345253, 1,N/A
REPETITION,527723200256313,527723200627719,371406, 1,N/A
REPETITION,527723200629751,527723201014754,385003, 1,N/A
REPETITION,527723201016616,527723201368190,351574, 1,N/A
REPETITION,527723201370190,527723201757030,386840, 1,N/A
REPETITION,527723201759164,527723202136983,377819, 1,N/A
REPETITION,527723202139039,527723202536745,397706, 1,N/A
REPETITION,527723202539010,527723202925244,386234, 1,N/A
REPETITION,527723202927362,527723203297812,370450, 1,N/A
REPETITION,527723203307423,527723203652853,345430, 1,N/A
REPETITION,527723203654621,527723203966003,311382, 1,N/A
REPETITION,527723203967650,527723204281203,313553, 1,N/A
REPETITION,527723204283024,527723204612212,329188, 1,N/A
REPETITION,527723204613864,527723204933851,319987, 1,N/A
REPETITION,527723204935514,527723205352022,416508, 1,N/A
REPETITION,527723205353853,527723205690137,336284, 1,N/A
REPETITION,527723205691847,527723205968192,276345, 1,N/A
WARMUP,527723672888797,527723704651581,31762784, 1,N/A
REPETITION,527723704661652,527723705468681,807029, 1,N/A
REPETITION,527723705470999,527723706292666,821667, 1,N/A
REPETITION,527723706294873,527723707125750,830877, 1,N/A
REPETITION,527723707127961,527723707881729,753768, 1,N/A
REPETITION,527723707884109,527723708612883,728774, 1,N/A
REPETITION,527723708615135,527723709414819,799684, 1,N/A
REPETITION,527723709417049,527723710089566,672517, 1,N/A
REPETITION,527723710091925,527723710974669,882744, 1,N/A
REPETITION,527723710977705,527723711690319,712614, 1,N/A
REPETITION,527723711692993,527723712392120,699127, 1,N/A
REPETITION,527723712394639,527723713126896,732257, 1,N/A
REPETITION,527723713128964,527723713846332,717368, 1,N/A
REPETITION,527723713848565,527723714524105,675540, 1,N/A
REPETITION,527723714526293,527723715164653,638360, 1,N/A
REPETITION,527723715166845,527723715816081,649236, 1,N/A
REPETITION,527723715818159,527723716473082,654923, 1,N/A
REPETITION,527723716475231,527723717108019,632788, 1,N/A
REPETITION,527723717110126,527723717716306,606180, 1,N/A
REPETITION,527723717718531,527723718377360,658829, 1,N/A
REPETITION,527723718379705,527723718978859,599154, 1,N/A
REPETITION,527723718980966,527723719544822,563856, 1,N/A
REPETITION,527723719546925,527723720107563,560638, 1,N/A
REPETITION,527723720109775,527723720691376,581601, 1,N/A
REPETITION,527723720693509,527723721630901,937392, 1,N/A
REPETITION,527723721633122,527723722419985,786863, 1,N/A
REPETITION,527723722422186,527723723159175,736989, 1,N/A
REPETITION,527723723161543,527723723905909,744366, 1,N/A
REPETITION,527723723908301,527723724592961,684660, 1,N/A
REPETITION,527723724595422,527723725064690,469268, 1,N/A
REPETITION,527723725067095,527723725591660,524565, 1,N/A
REPETITION,527723725594309,527723726157963,563654, 1,N/A
REPETITION,527723726160782,527723726628515,467733, 1,N/A
REPETITION,527723726630681,527723727168645,537964, 1,N/A
REPETITION,527723727171306,527723727617522,446216, 1,N/A
REPETITION,527723727620111,527723728062003,441892, 1,N/A
REPETITION,527723728064464,527723728501053,436589, 1,N/A
REPETITION,527723728503564,527723729038044,534480, 1,N/A
REPETITION,527723729040716,527723729497681,456965, 1,N/A
REPETITION,527723729500299,527723730054013,553714, 1,N/A
REPETITION,527723730056453,527723730699404,642951, 1,N/A
REPETITION,527723730701955,527723731242045,540090, 1,N/A
REPETITION,527723731244090,527723731799583,555493, 1,N/A
REPETITION,527723731801489,527723732229772,428283, 1,N/A
REPETITION,527723732231503,527723732551981,320478, 1,N/A
REPETITION,527723732553629,527723732951592,397963, 1,N/A
REPETITION,527723732953315,527723733465076,511761, 1,N/A
REPETITION,527723733466919,527723733932154,465235, 1,N/A
REPETITION,527723733934144,527723734424325,490181, 1,N/A
REPETITION,527723734426236,527723734869903,443667, 1,N/A
REPETITION,527723734871896,527723735314461,442565, 1,N/A
REPETITION,527723735316604,527723735944012,627408, 1,N/A
REPETITION,527723735945973,527723736423553,477580, 1,N/A
REPETITION,527723736425644,527723736764810,339166, 1,N/A
REPETITION,527723736766830,527723737271309,504479, 1,N/A
REPETITION,527723737274094,527723737672775,398681, 1,N/A
REPETITION,527723737675092,527723738015194,340102, 1,N/A
REPETITION,527723738017563,527723738416224,398661, 1,N/A
REPETITION,527723738418522,527723738753591,335069, 1,N/A
REPETITION,527723738755763,527723739079184,323421, 1,N/A
REPETITION,527723739081405,527723739437265,355860, 1,N/A
REPETITION,527723739439272,527723739822736,383464, 1,N/A
REPETITION,527723739824822,527723740237952,413130, 1,N/A
REPETITION,527723740240146,527723740650393,410247, 1,N/A
REPETITION,527723740652560,527723740948276,295716, 1,N/A
REPETITION,527723740950551,527723743537141,2586590, 1,N/A
WARMUP,527724231908810,527724264551955,32643145, 1,N/A
REPETITION,527724264562312,527724265516464,954152, 1,N/A
REPETITION,527724265519755,527724266303762,784007, 1,N/A
REPETITION,527724266306750,527724267069212,762462, 1,N/A
REPETITION,527724267072361,527724267895839,823478, 1,N/A
REPETITION,527724267898821,527724268589233,690412, 1,N/A
REPETITION,527724268591160,527724269278559,687399, 1,N/A
REPETITION,527724269280380,527724269892284,611904, 1,N/A
REPETITION,527724269894002,527724270542845,648843, 1,N/A
REPETITION,527724270544559,527724271174004,629445, 1,N/A
REPETITION,527724271175660,527724271770642,594982, 1,N/A
REPETITION,527724271772392,527724272688034,915642, 1,N/A
REPETITION,527724272690020,527724273390046,700026, 1,N/A
REPETITION,527724273391835,527724273961152,569317, 1,N/A
REPETITION,527724273962759,527724274531202,568443, 1,N/A
REPETITION,527724274532989,527724275130841,597852, 1,N/A
REPETITION,527724275132482,527724275681540,549058, 1,N/A
REPETITION,527724275683242,527724276221320,538078, 1,N/A
REPETITION,527724276223000,527724276787499,564499, 1,N/A
REPETITION,527724276789069,527724277303694,514625, 1,N/A
REPETITION,527724277305391,527724277787185,481794, 1,N/A
REPETITION,527724277788981,527724278313300,524319, 1,N/A
REPETITION,527724278315152,527724278817245,502093, 1,N/A
REPETITION,527724278819031,527724279270732,451701, 1,N/A
REPETITION,527724279272435,527724279771022,498587, 1,N/A
REPETITION,527724279772749,527724280250394,477645, 1,N/A
REPETITION,527724280252030,527724280681669,429639, 1,N/A
REPETITION,527724280683373,527724281091459,408086, 1,N/A
REPETITION,527724281093120,527724281531034,437914, 1,N/A
REPETITION,527724281532774,527724281945412,412638, 1,N/A
REPETITION,527724281947230,527724282355944,408714, 1,N/A
REPETITION,527724282357621,527724282872523,514902, 1,N/A
REPETITION,527724282874294,527724283259226,384932, 1,N/A
REPETITION,527724283260829,527724283660631,399802, 1,N/A
REPETITION,527724283662502,527724284117565,455063, 1,N/A
REPETITION,527724284119460,527724284544694,425234, 1,N/A
REPETITION,527724284546425,527724285003175,456750, 1,N/A
REPETITION,527724285005096,527724285512214,507118, 1,N/A
REPETITION,527724285514063,527724285978845,464782, 1,N/A
REPETITION,527724285980726,527724286396514,415788, 1,N/A
REPETITION,527724286398405,527724286805452,407047, 1,N/A
REPETITION,527724286811183,527724287242334,431151, 1,N/A
REPETITION,527724287244292,527724287751164,506872, 1,N/A
REPETITION,527724287753201,527724288151191,397990, 1,N/A
REPETITION,527724288153080,527724288539824,386744, 1,N/A
REPETITION,527724288541629,527724288961521,419892, 1,N/A
REPETITION,527724288963313,527724289439453,476140, 1,N/A
REPETITION,527724289441419,527724289876754,435335, 1,N/A
REPETITION,527724289878739,527724290261061,382322, 1,N/A
REPETITION,527724290262942,527724290673873,410931, 1,N/A
REPETITION,527724290675845,527724291029612,353767, 1,N/A
REPETITION,527724291031514,527724291442181,410667, 1,N/A
REPETITION,527724291444070,527724291853629,409559, 1,N/A
REPETITION,527724291855586,527724292216275,360689, 1,N/A
REPETITION,527724292218242,527724292627646,409404, 1,N/A
REPETITION,527724292629583,527724293022044,392461, 1,N/A
REPETITION,527724293023990,527724293389164,365174, 1,N/A
REPETITION,527724293391080,527724293812084,421004, 1,N/A
REPETITION,527724293814110,527724294189486,375376, 1,N/A
REPETITION,527724294191471,527724294544193,352722, 1,N/A
REPETITION,527724294546083,527724294870014,323931, 1,N/A
REPETITION,527724294871990,527724295201182,329192, 1,N/A
REPETITION,527724295202926,527724295584571,381645, 1,N/A
REPETITION,527724295586611,527724296049353,462742, 1,N/A
REPETITION,527724296051285,527724296393334,342049, 1,N/A
REPETITION,527724296395263,527724296704166,308903, 1,N/A
WARMUP,527724802742375,527724835419166,32676791, 1,N/A
REPETITION,527724835429415,527724836275711,846296, 1,N/A
REPETITION,527724836278746,527724837086610,807864, 1,N/A
REPETITION,527724837088734,527724837911850,823116, 1,N/A
REPETITION,527724837914111,527724838627795,713684, 1,N/A
REPETITION,527724838629829,527724839316199,686370, 1,N/A
REPETITION,527724839318313,527724840002600,684287, 1,N/A
REPETITION,527724840005385,527724840671863,666478, 1,N/A
REPETITION,527724840674635,527724841425313,750678, 1,N/A
REPETITION,527724841428603,527724842116614,688011, 1,N/A
REPETITION,527724842119930,527724842775041,655111, 1,N/A
REPETITION,527724842780602,527724843403816,623214, 1,N/A
REPETITION,527724843405830,527724844088712,682882, 1,N/A
REPETITION,527724844090600,527724844661715,571115, 1,N/A
REPETITION,527724844663543,527724845215890,552347, 1,N/A
REPETITION,527724845217699,527724845793354,575655, 1,N/A
REPETITION,527724845795123,527724846360160,565037, 1,N/A
REPETITION,527724846362164,527724846913242,551078, 1,N/A
REPETITION,527724846915585,527724847440752,525167, 1,N/A
REPETITION,527724847442865,527724847981433,538568, 1,N/A
REPETITION,527724847983189,527724848463049,479860, 1,N/A
REPETITION,527724848464914,527724848982189,517275, 1,N/A
REPETITION,527724848987349,527724849466039,478690, 1,N/A
REPETITION,527724849467752,527724850015501,547749, 1,N/A
REPETITION,527724850017780,527724850495555,477775, 1,N/A
REPETITION,527724850497320,527724851066302,568982, 1,N/A
REPETITION,527724851068260,527724851521805,453545, 1,N/A
REPETITION,527724851523656,527724851973912,450256, 1,N/A
REPETITION,527724851976125,527724852431641,455516, 1,N/A
REPETITION,527724852433442,527724852911737,478295, 1,N/A
REPETITION,527724852913938,527724853427593,513655, 1,N/A
REPETITION,527724853429775,527724854025921,596146, 1,N/A
REPETITION,527724854028802,527724854479100,450298, 1,N/A
REPETITION,527724854481489,527724854944276,462787, 1,N/A
REPETITION,527724854946750,527724855408453,461703, 1,N/A
REPETITION,527724855410656,527724855811151,400495, 1,N/A
REPETITION,527724855813732,527724856228389,414657, 1,N/A
REPETITION,527724856230624,527724856644289,413665, 1,N/A
REPETITION,527724856646246,527724857063400,417154, 1,N/A
REPETITION,527724857065455,527724857437820,372365, 1,N/A
REPETITION,527724857439725,527724857827334,387609, 1,N/A
REPETITION,527724857829360,527724858200765,371405, 1,N/A
REPETITION,527724858202753,527724858657541,454788, 1,N/A
REPETITION,527724858659446,527724859011131,351685, 1,N/A
REPETITION,527724859012891,527724859388539,375648, 1,N/A
REPETITION,527724859390166,527724859762342,372176, 1,N/A
REPETITION,527724859764311,527724860159235,394924, 1,N/A
REPETITION,527724860161043,527724860529351,368308, 1,N/A
REPETITION,527724860531122,527724860878434,347312, 1,N/A
REPETITION,527724860880220,527724861228600,348380, 1,N/A
REPETITION,527724861230313,527724861572615,342302, 1,N/A
REPETITION,527724861574572,527724861989354,414782, 1,N/A
REPETITION,527724861991264,527724862321642,330378, 1,N/A
REPETITION,527724862323474,527724862654374,330900, 1,N/A
REPETITION,527724862656140,527724862988181,332041, 1,N/A
REPETITION,527724862989956,527724863373923,383967, 1,N/A
REPETITION,527724863375812,527724863755555,379743, 1,N/A
REPETITION,527724863757850,527724864067966,310116, 1,N/A
REPETITION,527724864070025,527724864393072,323047, 1,N/A
REPETITION,527724864395001,527724864690324,295323, 1,N/A
REPETITION,527724864692122,527724865015182,323060, 1,N/A
REPETITION,527724865016956,527724865321611,304655, 1,N/A
REPETITION,527724865323246,527724865643359,320113, 1,N/A
REPETITION,527724865645603,527724866015932,370329, 1,N/A
REPETITION,527724866018080,527724866340176,322096, 1,N/A
REPETITION,527724866342069,527724866639380,297311, 1,N/A
WARMUP,527725347435349,527725375905471,28470122, 1,N/A
REPETITION,527725375915823,527725376725211,809388, 1,N/A
REPETITION,527725376728432,527725377495311,766879, 1,N/A
REPETITION,527725377498072,527725378393029,894957, 1,N/A
REPETITION,527725378395919,527725379154829,758910, 1,N/A
REPETITION,527725379157499,527725379893996,736497, 1,N/A
REPETITION,527725379896542,527725380611241,714699, 1,N/A
REPETITION,527725380613732,527725381266399,652667, 1,N/A
REPETITION,527725381268896,527725381948746,679850, 1,N/A
REPETITION,527725381951234,527725382597606,646372, 1,N/A
REPETITION,527725382600449,527725383235384,634935, 1,N/A
REPETITION,527725383237932,527725383852935,615003, 1,N/A
REPETITION,527725383855309,527725384538013,682704, 1,N/A
REPETITION,527725384543343,527725385120875,577532, 1,N/A
REPETITION,527725385123354,527725385742080,618726, 1,N/A
REPETITION,527725385744362,527725386386590,642228, 1,N/A
REPETITION,527725386388664,527725386943409,554745, 1,N/A
REPETITION,527725386945454,527725387533866,588412, 1,N/A
REPETITION,527725387535821,527725388109533,573712, 1,N/A
REPETITION,527725388111533,527725388668312,556779, 1,N/A
REPETITION,527725388670270,527725389173039,502769, 1,N/A
REPETITION,527725389174990,527725389692580,517590, 1,N/A
REPETITION,527725389694662,527725390196169,501507, 1,N/A
REPETITION,527725390198276,527725390710172,511896, 1,N/A
REPETITION,527725390712406,527725391236391,523985, 1,N/A
REPETITION,527725391238492,527725391768076,529584, 1,N/A
REPETITION,527725391770242,527725392224273,454031, 1,N/A
REPETITION,527725392226443,527725392681873,455430, 1,N/A
REPETITION,527725392684073,527725393141039,456966, 1,N/A
REPETITION,527725393142945,527725393614303,471358, 1,N/A
REPETITION,527725393616389,527725394072639,456250, 1,N/A
REPETITION,527725394075153,527725394602456,527303, 1,N/A
REPETITION,527725394604652,527725395028353,423701, 1,N/A
REPETITION,527725395030362,527725395458891,428529, 1,N/A
REPETITION,527725395461031,527725395874422,413391, 1,N/A
REPETITION,527725395876571,527725396283663,407092, 1,N/A
REPETITION,527725396285770,527725396691654,405884, 1,N/A
REPETITION,527725396693911,527725397098860,404949, 1,N/A
REPETITION,527725397100709,527725397531344,430635, 1,N/A
REPETITION,527725397533390,527725398261211,727821, 1,N/A
REPETITION,527725398263263,527725398689831,426568, 1,N/A
REPETITION,527725398691773,527725399117070,425297, 1,N/A
REPETITION,527725399118902,527725399609330,490428, 1,N/A
REPETITION,527725399611214,527725400029863,418649, 1,N/A
REPETITION,527725400031742,527725400483593,451851, 1,N/A
REPETITION,527725400485524,527725400893413,407889, 1,N/A
REPETITION,527725400895342,527725401290669,395327, 1,N/A
REPETITION,527725401292616,527725401692169,399553, 1,N/A
REPETITION,527725401694020,527725402087900,393880, 1,N/A
REPETITION,527725402089771,527725402480071,390300, 1,N/A
REPETITION,527725402481943,527725402885062,403119, 1,N/A
REPETITION,527725402886879,527725403288125,401246, 1,N/A
REPETITION,527725403289874,527725403657813,367939, 1,N/A
REPETITION,527725403659550,527725404043992,384442, 1,N/A
REPETITION,527725404045825,527725404412114,366289, 1,N/A
REPETITION,527725404413850,527725404778795,364945, 1,N/A
REPETITION,527725404780576,527725405163170,382594, 1,N/A
REPETITION,527725405164920,527725405558559,393639, 1,N/A
REPETITION,527725405560325,527725405985219,424894, 1,N/A
REPETITION,527725405986983,527725406334721,347738, 1,N/A
REPETITION,527725406336393,527725406692301,355908, 1,N/A
REPETITION,527725406694061,527725407071760,377699, 1,N/A
REPETITION,527725407073469,527725407425822,352353, 1,N/A
REPETITION,527725407427523,527725407912200,484677, 1,N/A
REPETITION,527725407913985,527725410289161,2375176, 1,N/A
REPETITION,527725410295266,527725410681396,386130, 1,N/A
WARMUP,527725899896668,527725926637124,26740456, 1,N/A
REPETITION,527725926648069,527725927592981,944912, 1,N/A
REPETITION,527725927596405,527725928597013,1000608, 1,N/A
REPETITION,527725928600216,527725929509032,908816, 1,N/A
REPETITION,527725929512663,527725930358761,846098, 1,N/A
REPETITION,527725930362169,527725931122686,760517, 1,N/A
REPETITION,527725931125876,527725931906342,780466, 1,N/A
REPETITION,527725931909629,527725932724463,814834, 1,N/A
REPETITION,527725932728203,527725933551275,823072, 1,N/A
REPETITION,527725933554499,527725934196658,642159, 1,N/A
REPETITION,527725934198488,527725934843319,644831, 1,N/A
REPETITION,527725934845371,527725935475088,629717, 1,N/A
REPETITION,527725935477096,527725936262776,785680, 1,N/A
REPETITION,527725936264863,527725936877903,613040, 1,N/A
REPETITION,527725936879806,527725937494166,614360, 1,N/A
REPETITION,527725937496152,527725938168545,672393, 1,N/A
REPETITION,527725938171156,527725938750938,579782, 1,N/A
REPETITION,527725938752968,527725939336438,583470, 1,N/A
REPETITION,527725939338234,527725939934743,596509, 1,N/A
REPETITION,527725939936764,527725940517919,581155, 1,N/A
REPETITION,527725940519968,527725941036485,516517, 1,N/A
REPETITION,527725941038435,527725941585796,547361, 1,N/A
REPETITION,527725941588092,527725942111463,523371, 1,N/A
