RUNTYPE,STARTTIME,ENDTIME,DURATION,SUCCESS,FAILREASON
WARMUP,527827879734182,527827906831414,27097232, 1,N/A
REPETITION,527827906838815,527827907259330,420515, 1,N/A
REPETITION,527827907261050,527827907676474,415424, 1,N/A
REPETITION,527827907678753,527827908025051,346298, 1,N/A
REPETITION,527827908026817,527827908441275,414458, 1,N/A
REPETITION,527827908443486,527827908879724,436238, 1,N/A
REPETITION,527827908881870,527827909313594,431724, 1,N/A
REPETITION,527827909315937,527827909718713,402776, 1,N/A
REPETITION,527827909721073,527827910138922,417849, 1,N/A
REPETITION,527827910141463,527828245845221,335703758, 1,N/A
REPETITION,527828245849277,527828246620892,771615, 1,N/A
REPETITION,527828246624836,527828246963456,338620, 1,N/A
REPETITION,527828246965260,527828247296612,331352, 1,N/A
REPETITION,527828247298251,527828247658814,360563, 1,N/A
REPETITION,527828247660576,527828247977941,317365, 1,N/A
REPETITION,527828247979470,527828248335481,356011, 1,N/A
REPETITION,527828248337285,527828248644185,306900, 1,N/A
REPETITION,527828248645950,527828248962597,316647, 1,N/A
REPETITION,527828248964246,527828249288053,323807, 1,N/A
REPETITION,527828249289772,527828249611692,321920, 1,N/A
REPETITION,527828249613411,527828249922501,309090, 1,N/A
REPETITION,527828249924020,527828250256376,332356, 1,N/A
REPETITION,527828250258015,527828250577871,319856, 1,N/A
REPETITION,527828250579713,527828250897974,318261, 1,N/A
REPETITION,527828250899777,527828251220565,320788, 1,N/A
REPETITION,527828251222204,527828251554497,332293, 1,N/A
REPETITION,527828251556166,527828251871297,315131, 1,N/A
REPETITION,527828251872862,527828252192487,319625, 1,N/A
REPETITION,527828252194154,527828252524045,329891, 1,N/A
REPETITION,527828252525834,527828252863441,337607, 1,N/A
REPETITION,527828252868776,527828253202722,333946, 1,N/A
REPETITION,527828253204547,527828253608580,404033, 1,N/A
REPETITION,527828253610437,527828253926516,316079, 1,N/A
REPETITION,527828253928112,527828254265561,337449, 1,N/A
REPETITION,527828254267512,527828254592211,324699, 1,N/A
REPETITION,527828254593843,527828254914815,320972, 1,N/A
REPETITION,527828254916764,527828255271213,354449, 1,N/A
REPETITION,527828255273304,527828256008891,735587, 1,N/A
REPETITION,527828256011217,527828256513917,502700, 1,N/A
REPETITION,527828256516177,527828257022841,506664, 1,N/A
REPETITION,527828257025826,527828257485921,460095, 1,N/A
REPETITION,527828257487725,527828258018512,530787, 1,N/A
REPETITION,527828258020704,527828258632800,612096, 1,N/A
REPETITION,527828258635366,527828259186540,551174, 1,N/A
REPETITION,527828259188832,527828259651880,463048, 1,N/A
REPETITION,527828259653775,527828260122723,468948, 1,N/A
REPETITION,527828260124581,527828260797282,672701, 1,N/A
REPETITION,527828260799554,527828261361727,562173, 1,N/A
REPETITION,527828261365060,527828261981685,616625, 1,N/A
REPETITION,527828261983850,527828262819411,835561, 1,N/A
